dise_name	orpha_id
Schinzel-Giedion syndrome	ORPHA:798
Intellectual disability-expressive aphasia-facial dysmorphism syndrome	ORPHA:436151
Autosomal dominant intermediate Charcot-Marie-Tooth disease with neuropathic pain	ORPHA:324585
Charcot-Marie-Tooth disease type 1B	ORPHA:101082
Autosomal dominant intermediate Charcot-Marie-Tooth disease type D	ORPHA:100046
Autosomal dominant Charcot-Marie-Tooth disease type 2I	ORPHA:99942
Autosomal dominant Charcot-Marie-Tooth disease type 2J	ORPHA:99943
Richieri Costa-Pereira syndrome	ORPHA:3102
X-linked intellectual disability, Snyder type	ORPHA:3063
TARP syndrome	ORPHA:2886
Phocomelia, Schinzel type	ORPHA:2879
Fuhrmann syndrome	ORPHA:2854
Isolated megalencephaly	ORPHA:268920
Chordoma	ORPHA:178
Sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome	ORPHA:397927
Occipital encephalocele	ORPHA:268823
Craniorachischisis	ORPHA:63260
Camptodactyly-arthropathy-coxa-vara-pericarditis syndrome	ORPHA:2848
Bifunctional enzyme deficiency	ORPHA:300
Ring dermoid of cornea	ORPHA:91481
Juvenile glaucoma	ORPHA:98977
Anterior segment dysgenesis	ORPHA:88632
Congenital primary aphakia	ORPHA:83461
Alopecia-intellectual disability syndrome	ORPHA:2850
Hypocalcified amelogenesis imperfecta	ORPHA:100032
Hypoplastic amelogenesis imperfecta	ORPHA:100031
Spheroid body myopathy	ORPHA:268129
Distal myotilinopathy	ORPHA:98911
Autosomal recessive spastic paraplegia type 11	ORPHA:2822
Autosomal recessive Charcot Marie Tooth disease type 2X	ORPHA:466775
Intellectual disability syndrome due to a DYRK1A point mutation	ORPHA:464311
Intermediate maple syrup urine disease	ORPHA:268162
Classic maple syrup urine disease	ORPHA:268145
Thiamine-responsive maple syrup urine disease	ORPHA:268184
Intermittent maple syrup urine disease	ORPHA:268173
Pseudoachondroplasia	ORPHA:750
Multiple epiphyseal dysplasia type 1	ORPHA:93308
Kindler syndrome	ORPHA:2908
Glycogen storage disease due to liver phosphorylase kinase deficiency	ORPHA:264580
Hereditary pulmonary alveolar proteinosis	ORPHA:264675
Orofaciodigital syndrome type 5	ORPHA:2919
Trismus-pseudocamptodactyly syndrome	ORPHA:3377
Carney complex-trismus-pseudocamptodactyly syndrome	ORPHA:319340
Malignant epithelial tumor of salivary glands	ORPHA:276145
Bile acid CoA ligase deficiency and defective amidation	ORPHA:276066
Classic progressive supranuclear palsy syndrome	ORPHA:240071
Progressive supranuclear palsy-progressive non-fluent aphasia syndrome	ORPHA:240112
Progressive supranuclear palsy-corticobasal syndrome	ORPHA:240103
Progressive supranuclear palsy-pure akinesia with gait freezing syndrome	ORPHA:240094
Progressive supranuclear palsy-parkinsonism syndrome	ORPHA:240085
CLN11 disease	ORPHA:314629
Hereditary isolated aplastic anemia	ORPHA:397692
Preeclampsia	ORPHA:275555
Myostatin-related muscle hypertrophy	ORPHA:275534
Autoimmune lymphoproliferative syndrome with recurrent viral infections	ORPHA:275517
Tricho-dento-osseous syndrome	ORPHA:3352
Hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism	ORPHA:100034
Arterial tortuosity syndrome	ORPHA:3342
Toriello-Carey syndrome	ORPHA:3338
X-linked intellectual disability-hypotonia-movement disorder syndrome	ORPHA:457260
Congenital amegakaryocytic thrombocytopenia	ORPHA:3319
Zimmermann-Laband syndrome	ORPHA:3473
Autosomal dominant deafness-onychodystrophy syndrome	ORPHA:79499
Temple-Baraitser syndrome	ORPHA:420561
Spinal muscular atrophy with respiratory distress type 2	ORPHA:404521
Torg-Winchester syndrome	ORPHA:3460
Nodulosis-arthropathy-osteolysis syndrome	ORPHA:85196
Woodhouse-Sakati syndrome	ORPHA:3464
Baraitser-Winter cerebrofrontofacial syndrome	ORPHA:2995
Developmental malformations-deafness-dystonia syndrome	ORPHA:79107
Acromelic frontonasal dysplasia	ORPHA:1827
Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	ORPHA:457485
Van den Ende-Gupta syndrome	ORPHA:2460
Glaucoma secondary to spherophakia/ectopia lentis and megalocornea	ORPHA:238763
Intellectual disability-developmental delay-contractures syndrome	ORPHA:3454
Congenital non-communicating hydrocephalus	ORPHA:269510
Spinocerebellar ataxia type 40	ORPHA:423275
Congenital communicating hydrocephalus	ORPHA:269505
Isolated Dandy-Walker malformation without hydrocephalus	ORPHA:269215
Isolated Dandy-Walker malformation with hydrocephalus	ORPHA:269212
Isolated oxycephaly	ORPHA:63440
Muscle-eye-brain disease with bilateral multicystic leucodystrophy	ORPHA:370997
Pelizaeus-Merzbacher-like disease due to AIMP1 mutation	ORPHA:280293
Pelizaeus-Merzbacher-like disease due to HSPD1 mutation	ORPHA:280288
Autosomal dominant spastic paraplegia type 13	ORPHA:100994
Hereditary hyperekplexia	ORPHA:3197
Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C	ORPHA:308400
PLIN1-related familial partial lipodystrophy	ORPHA:280356
Familial steroid-resistant nephrotic syndrome with sensorineural deafness	ORPHA:280406
Nestor-Guillermo progeria syndrome	ORPHA:280576
Chondrodysplasia with joint dislocations, gPAPP type	ORPHA:280586
Warsaw breakage syndrome	ORPHA:280558
Hereditary neutrophilia	ORPHA:279943
Autosomal recessive severe congenital neutropenia due to CSF3R deficiency	ORPHA:420702
Atypical chronic myeloid leukemia	ORPHA:98824
Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency	ORPHA:279934
Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency	ORPHA:329314
Severe combined immunodeficiency due to LCK deficiency	ORPHA:280142
Atypical hemolytic-uremic syndrome with C3 anomaly	ORPHA:93575
Autosomal agammaglobulinemia	ORPHA:33110
ALG11-CDG	ORPHA:280071
Anophthalmia/microphthalmia-esophageal atresia syndrome	ORPHA:77298
X-linked congenital generalized hypertrichosis	ORPHA:79495
Pelizaeus-Merzbacher disease, connatal form	ORPHA:280210
Pelizaeus-Merzbacher disease, classic form	ORPHA:280219
Null syndrome	ORPHA:280234
Pelizaeus-Merzbacher disease, transitional form	ORPHA:280224
Pelizaeus-Merzbacher disease in female carriers	ORPHA:280229
Spastic paraplegia type 2	ORPHA:99015
Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome	ORPHA:420584
Methylmalonic aciduria due to transcobalamin receptor defect	ORPHA:280183
Pelizaeus-Merzbacher-like disease due to GJC2 mutation	ORPHA:280282
Autosomal recessive spastic paraplegia type 44	ORPHA:320401
Milroy disease	ORPHA:79452
Spondyloenchondrodysplasia	ORPHA:1855
Autosomal dominant spondylocostal dysostosis	ORPHA:1797
DEND syndrome	ORPHA:79134
Intermediate DEND syndrome	ORPHA:99989
Transient neonatal diabetes mellitus	ORPHA:99886
AApoAI amyloidosis	ORPHA:93560
Tetraamelia-multiple malformations syndrome	ORPHA:3301
Spinocerebellar ataxia type 36	ORPHA:276198
Deafness-lymphedema-leukemia syndrome	ORPHA:3226
Monocytopenia with susceptibility to infections	ORPHA:228423
Inherited acute myeloid leukemia	ORPHA:319465
Myelodysplastic syndrome	ORPHA:52688
Spinocerebellar ataxia type 35	ORPHA:276193
Machado-Joseph disease type 1	ORPHA:276238
Machado-Joseph disease type 3	ORPHA:276244
Machado-Joseph disease type 2	ORPHA:276241
Non-syndromic male infertility due to sperm motility disorder	ORPHA:276234
Mucopolysaccharidosis type 6, slowly progressing	ORPHA:276223
Mucopolysaccharidosis type 6, rapidly progressing	ORPHA:276212
Pleuropulmonary blastoma familial tumor susceptibility syndrome	ORPHA:284343
Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome	ORPHA:404476
Malignant Sertoli-Leydig cell tumor of ovary	ORPHA:99916
Maligant granulosa cell tumor of ovary	ORPHA:99915
Gynandroblastoma	ORPHA:99914
Hyperbiliverdinemia	ORPHA:276405
Filippi syndrome	ORPHA:3255
Combined immunodeficiency due to ZAP70 deficiency	ORPHA:911
Hereditary methemoglobinemia	ORPHA:621
Glycogen storage disease due to hepatic glycogen synthase deficiency	ORPHA:2089
Hereditary thrombophilia due to congenital protein S deficiency	ORPHA:743
Familial hyperthyroidism due to mutations in TSH receptor	ORPHA:424
Familial gestational hyperthyroidism	ORPHA:99819
Immunodeficiency by defective expression of HLA class 2	ORPHA:572
Systemic primary carnitine deficiency	ORPHA:158
Essential fructosuria	ORPHA:2056
Late-infantile/juvenile Krabbe disease	ORPHA:206443
Adult Krabbe disease	ORPHA:206448
Sneddon syndrome	ORPHA:820
Vasculitis due to ADA2 deficiency	ORPHA:404553
Succinyl-CoA:3-ketoacid CoA transferase deficiency	ORPHA:832
3-methylcrotonyl-CoA carboxylase deficiency	ORPHA:6
3-hydroxy-3-methylglutaric aciduria	ORPHA:20
Hemolytic anemia due to diphosphoglycerate mutase deficiency	ORPHA:714
Hemolytic anemia due to glucophosphate isomerase deficiency	ORPHA:712
Gnathodiaphyseal dysplasia	ORPHA:53697
Congenital muscular dystrophy with intellectual disability	ORPHA:370968
Autosomal recessive lower motor neuron disease with childhood onset	ORPHA:206580
Autosomal recessive intermediate Charcot-Marie-Tooth disease type C	ORPHA:369867
Hypomyelination neuropathy-arthrogryposis syndrome	ORPHA:2680
Laron syndrome	ORPHA:633
Short stature due to partial GHR deficiency	ORPHA:314802
Dehydrated hereditary stomatocytosis	ORPHA:3202
Hereditary cryohydrocytosis with normal stomatin	ORPHA:398088
Distal renal tubular acidosis with anemia	ORPHA:93610
Autosomal dominant distal renal tubular acidosis	ORPHA:93608
Southeast Asian ovalocytosis	ORPHA:98868
Hereditary elliptocytosis	ORPHA:288
Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	ORPHA:86818
Methylmalonic acidemia with homocystinuria, type cblX	ORPHA:369962
ALG13-CDG	ORPHA:324422
Hemolytic anemia due to red cell pyruvate kinase deficiency	ORPHA:766
Isolated asymptomatic elevation of creatine phosphokinase	ORPHA:206599
Rippling muscle disease	ORPHA:97238
Stüve-Wiedemann syndrome	ORPHA:3206
Adult polyglucosan body disease	ORPHA:206583
Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form	ORPHA:308698
Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form	ORPHA:308712
Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form	ORPHA:308670
Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form	ORPHA:308684
Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form	ORPHA:308655
Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form	ORPHA:308638
Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form	ORPHA:308621
Snowflake vitreoretinal degeneration	ORPHA:91496
Isolated Klippel-Feil syndrome	ORPHA:2345
Seizures-scoliosis-macrocephaly syndrome	ORPHA:466926
Marfan syndrome type 2	ORPHA:284973
Loeys-Dietz syndrome	ORPHA:60030
Karyomegalic interstitial nephritis	ORPHA:401996
Sterile multifocal osteomyelitis with periostitis and pustulosis	ORPHA:210115
Congenital alveolar capillary dysplasia	ORPHA:210122
Urocanic aciduria	ORPHA:210128
Microcephaly-complex motor and sensory axonal neuropathy syndrome	ORPHA:423894
Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency	ORPHA:209902
Cone dystrophy with supernormal rod response	ORPHA:209932
Melanoma of soft tissue	ORPHA:97338
Familial juvenile hyperuricemic nephropathy type 1	ORPHA:209886
Autosomal dominant medullary cystic kidney disease with hyperuricemia	ORPHA:88950
Dystonia 16	ORPHA:210571
Megalencephalic leukoencephalopathy with subcortical cysts	ORPHA:2478
Severe intellectual disability-progressive spastic diplegia syndrome	ORPHA:404473
Pilomatrixoma	ORPHA:91414
Familial primary hypomagnesemia with normocalciuria and normocalcemia	ORPHA:34527
Congenital lethal myopathy, Compton-North type	ORPHA:210163
Inherited congenital spastic tetraplegia	ORPHA:210141
Lethal polymalformative syndrome, Boissel type	ORPHA:210144
Tufted angioma	ORPHA:1063
Kaposiform hemangioendothelioma	ORPHA:2122
BAP1-related tumor predisposition syndrome	ORPHA:289539
Adenocarcinoma of ovary	ORPHA:213504
Medium chain acyl-CoA dehydrogenase deficiency	ORPHA:42
Cardiac anomalies-developmental delay-facial dysmorphism syndrome	ORPHA:369891
Common variable immunodeficiency	ORPHA:1572
Deficiency in anterior pituitary function-variable immunodeficiency syndrome	ORPHA:293978
Ehlers-Danlos syndrome, musculocontractural type	ORPHA:2953
Ehlers-Danlos syndrome type 7B	ORPHA:99876
Osteogenesis imperfecta type 5	ORPHA:216828
Classic pantothenate kinase-associated neurodegeneration	ORPHA:216866
Atypical pantothenate kinase-associated neurodegeneration	ORPHA:216873
Niemann-Pick disease type C, severe perinatal form	ORPHA:216972
Niemann-Pick disease type C, late infantile neurologic onset	ORPHA:216978
Niemann-Pick disease type C, severe early infantile neurologic onset	ORPHA:216975
Niemann-Pick disease type C, adult neurologic onset	ORPHA:216986
Niemann-Pick disease type C, juvenile neurologic onset	ORPHA:216981
Glycogen storage disease due to GLUT2 deficiency	ORPHA:2088
Spinocerebellar ataxia type 31	ORPHA:217012
Atypical hemolytic-uremic syndrome with thrombomodulin anomaly	ORPHA:217023
Thrombomodulin-related bleeding disorder	ORPHA:436169
Birdshot chorioretinopathy	ORPHA:179
Mucopolysaccharidosis type 2, attenuated form	ORPHA:217093
Mucopolysaccharidosis type 2, severe form	ORPHA:217085
Periodic fever-infantile enterocolitis-autoinflammatory syndrome	ORPHA:436166
Autosomal recessive intermediate Charcot-Marie-Tooth disease type A	ORPHA:217055
Charcot-Marie-Tooth disease type 2H	ORPHA:101102
Autosomal recessive Charcot-Marie-Tooth disease with hoarseness	ORPHA:101097
Charcot-Marie-Tooth disease type 4A	ORPHA:99948
Autosomal dominant Charcot-Marie-Tooth disease type 2K	ORPHA:99944
Hyperuricemia-anemia-renal failure syndrome	ORPHA:217330
Renal tubular dysgenesis of genetic origin	ORPHA:97369
Chronic respiratory distress with surfactant metabolism deficiency	ORPHA:217566
Interstitial lung disease due to SP-C deficiency	ORPHA:440392
Neonatal acute respiratory distress due to SP-B deficiency	ORPHA:217563
Hereditary hypotrichosis with recurrent skin vesicles	ORPHA:217407
Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency	ORPHA:217467
Lissencephaly due to LIS1 mutation	ORPHA:95232
Progressive demyelinating neuropathy with bilateral striatal necrosis	ORPHA:217396
Amish lethal microcephaly	ORPHA:99742
Neurodegenerative syndrome due to cerebral folate transport deficiency	ORPHA:217382
Sensorineural deafness with dilated cardiomyopathy	ORPHA:217622
Carnitine-acylcarnitine translocase deficiency	ORPHA:159
Congenital alpha2-antiplasmin deficiency	ORPHA:79
Histidinemia	ORPHA:2157
Quebec platelet disorder	ORPHA:220436
Dicarboxylic aminoaciduria	ORPHA:2195
Bleeding diathesis due to thromboxane synthesis deficiency	ORPHA:220443
Methylcobalamin deficiency type cblG	ORPHA:2170
Hyperammonemia due to N-acetylglutamate synthase deficiency	ORPHA:927
Phosphoenolpyruvate carboxykinase deficiency	ORPHA:2880
D-glyceric aciduria	ORPHA:941
Pentosuria	ORPHA:2843
Cystathioninuria	ORPHA:212
Fumaric aciduria	ORPHA:24
Hereditary leiomyomatosis and renal cell cancer	ORPHA:523
Rare isolated myopia	ORPHA:98619
Familial cerebral cavernous malformation	ORPHA:221061
Hemochromatosis type 3	ORPHA:225123
Fowler syndrome	ORPHA:221126
Severe combined immunodeficiency due to CORO1A deficiency	ORPHA:228003
Autosomal recessive optic atrophy, OPA7 type	ORPHA:227976
Progressive sensorineural hearing loss-hypertrophic cardiomyopathy syndrome	ORPHA:228012
Solitary fibrous tumor	ORPHA:2126
Generalized arterial calcification of infancy	ORPHA:51608
Autosomal recessive hypophosphatemic rickets	ORPHA:289176
Hyperprolinemia type 1	ORPHA:419
Non-acquired combined pituitary hormone deficiency with spine abnormalities	ORPHA:231720
Short stature-pituitary and cerebellar defects-small sella turcica syndrome	ORPHA:85442
Butyrylcholinesterase deficiency	ORPHA:132
Curariform drugs toxicity	ORPHA:413693
Syndromic multisystem autoimmune disease due to Itch deficiency	ORPHA:228426
Generalized congenital lipodystrophy with myopathy	ORPHA:228429
Spondylo-megaepiphyseal-metaphyseal dysplasia	ORPHA:228387
Frontonasal dysplasia with alopecia and genital anomaly	ORPHA:228390
CLN7 disease	ORPHA:228366
CLN6 disease	ORPHA:228363
CLN4A disease	ORPHA:228340
CLN5 disease	ORPHA:228360
Severe early-onset axonal neuropathy due to NEFL deficiency	ORPHA:228374
Charcot-Marie-Tooth disease type 1F	ORPHA:101085
Autosomal dominant Charcot-Marie-Tooth disease type 2E	ORPHA:99939
CLN10 disease	ORPHA:228337
CLN1 disease	ORPHA:228329
CLN2 disease	ORPHA:228349
Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia	ORPHA:284324
CLN3 disease	ORPHA:228346
CLN4B disease	ORPHA:228343
Overhydrated hereditary stomatocytosis	ORPHA:3203
Rh deficiency syndrome	ORPHA:71275
X-linked diffuse leiomyomatosis-Alport syndrome	ORPHA:1018
X-linked Alport syndrome	ORPHA:88917
Autosomal dominant Charcot-Marie-Tooth disease type 2N	ORPHA:228174
Hermansky-Pudlak syndrome type 7	ORPHA:231531
Hermansky-Pudlak syndrome type 8	ORPHA:231537
Hermansky-Pudlak syndrome without pulmonary fibrosis	ORPHA:231512
Early-onset generalized limb-onset dystonia	ORPHA:256
Myoclonus-dystonia syndrome	ORPHA:36899
Hermansky-Pudlak syndrome with pulmonary fibrosis	ORPHA:231500
Idiopathic hypercalciuria	ORPHA:2197
Usher syndrome type 1	ORPHA:231169
Beckwith-Wiedemann syndrome due to CDKN1C mutation	ORPHA:231120
Familial generalized lentiginosis	ORPHA:231040
Pigmentation defects-palmoplantar keratoderma-skin carcinoma syndrome	ORPHA:447961
Acquired idiopathic sideroblastic anemia	ORPHA:75564
Refractory anemia with excess blasts	ORPHA:86839
Acute myeloid leukemia with multilineage dysplasia	ORPHA:86845
Refractory anemia	ORPHA:98826
Growth retardation-mild developmental delay-chronic hepatitis syndrome	ORPHA:391366
Hereditary thrombophilia due to congenital antithrombin deficiency	ORPHA:82
Ehlers-Danlos syndrome due to tenascin-X deficiency	ORPHA:230839
Ehlers-Danlos syndrome, hypermobility type	ORPHA:285
Familial vesicoureteral reflux	ORPHA:289365
AApoAII amyloidosis	ORPHA:238269
15q11q13 microduplication syndrome	ORPHA:238446
Ehlers-Danlos syndrome, kyphoscoliotic type	ORPHA:1900
Ehlers-Danlos syndrome, dermatosparaxis type	ORPHA:1901
Congenital nephrotic syndrome, Finnish type	ORPHA:839
Familial idiopathic steroid-resistant nephrotic syndrome with minimal changes	ORPHA:93216
Familial idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial proliferation	ORPHA:93214
Autosomal recessive lymphoproliferative disease	ORPHA:238505
Familial hypercholanemia	ORPHA:238475
Infantile dystonia-parkinsonism	ORPHA:238455
SLC35A1-CDG	ORPHA:238459
Isoniazid toxicity	ORPHA:240887
Efavirenz toxicity	ORPHA:240869
Codeine toxicity	ORPHA:240867
Resistance to tamoxifene	ORPHA:240947
Antidepressant or antipsychotic toxicity or dose selection	ORPHA:413667
Voriconazole toxicity	ORPHA:240921
Resistance to clopidogrel	ORPHA:240935
Azathioprine or 6-mercatopurine toxicity or dose selection	ORPHA:413687
Tacrolimus dose selection	ORPHA:241043
P2Y12 defect	ORPHA:36355
Susceptibility to infection due to TYK2 deficiency	ORPHA:331226
Primary cutaneous anaplastic large cell lymphoma	ORPHA:300865
Lymphomatoid papulosis	ORPHA:98842
Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency	ORPHA:331176
Lethal encephalopathy due to mitochondrial and peroxisomal fission defect	ORPHA:330050
Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome	ORPHA:330054
C3 glomerulonephritis	ORPHA:329931
Atypical hemolytic-uremic syndrome with anti-factor H antibodies	ORPHA:93581
Tumor necrosis factor receptor 1 associated periodic syndrome	ORPHA:32960
Atypical hemolytic-uremic syndrome with DGKE deficiency	ORPHA:357008
Hereditary thrombocytosis with transverse limb defect	ORPHA:329319
Beta-propeller protein-associated neurodegeneration	ORPHA:329284
Distal arthrogryposis type 5D	ORPHA:329457
Autosomal dominant focal dystonia, DYT25	ORPHA:329466
Acute megakaryoblastic leukemia without Down syndrome	ORPHA:329469
Intellectual disability-craniofacial dysmorphism-cryptorchidism syndrome	ORPHA:329224
Autosomal dominant neovascular inflammatory vitreoretinopathy	ORPHA:329211
Developmental delay with autism spectrum disorder and gait instability	ORPHA:329195
Congenital muscular dystrophy with intellectual disability and severe epilepsy	ORPHA:329178
Autosomal dominant Charcot-Marie-Tooth disease type 2Q	ORPHA:329258
Autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis	ORPHA:329173
Polyglucosan body myopathy type 1	ORPHA:397937
Congenital factor XI deficiency	ORPHA:329
Leydig cell hypoplasia due to LHB deficiency	ORPHA:325448
SRD5A3-CDG	ORPHA:324737
Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation	ORPHA:324611
Autosomal dominant spastic paraplegia type 10	ORPHA:100991
Pontocerebellar hypoplasia type 8	ORPHA:324569
Chromophobe renal cell carcinoma	ORPHA:319303
Autoinflammation-PLCG2-associated antibody deficiency-immune dysregulation	ORPHA:324530
PLCG2-associated antibody deficiency and immune dysregulation	ORPHA:300359
Combined oxidative phosphorylation defect type 11	ORPHA:324535
Autosomal recessive axonal neuropathy with neuromyotonia	ORPHA:324442
X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome	ORPHA:324410
Sinoatrial node dysfunction and deafness	ORPHA:324321
Aldosterone-producing adenoma with seizures and neurological abnormalities	ORPHA:369929
T-cell immunodeficiency with epidermodysplasia verruciformis	ORPHA:324294
Early-onset Lafora body disease	ORPHA:324290
Autosomal recessive congenital cerebellar ataxia due to MGLUR1 deficiency	ORPHA:324262
Chondromyxoid fibroma	ORPHA:404507
Autosomal recessive spastic paraplegia type 43	ORPHA:320370
Mitochondrial membrane protein-associated neurodegeneration	ORPHA:289560
Autosomal recessive spastic paraplegia type 54	ORPHA:320380
Autosomal recessive spastic paraplegia type 46	ORPHA:320391
Autosomal recessive cerebellar ataxia with late-onset spasticity	ORPHA:352641
Autosomal recessive spastic paraplegia type 49	ORPHA:320385
Autosomal recessive spastic paraplegia type 45	ORPHA:320396
Autosomal recessive spastic paraplegia type 56	ORPHA:320411
Spastic paraplegia-optic atrophy-neuropathy syndrome	ORPHA:320406
Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency	ORPHA:319547
Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency	ORPHA:319589
Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency	ORPHA:319574
Combined oxidative phosphorylation defect type 14	ORPHA:319519
Autosomal recessive spastic paraplegia type 77	ORPHA:466722
Combined oxidative phosphorylation defect type 13	ORPHA:319514
Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency	ORPHA:319595
Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	ORPHA:391487
Susceptibility to viral and mycobacterial infections	ORPHA:391311
Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency	ORPHA:319581
Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency	ORPHA:319569
Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR1 deficiency	ORPHA:99898
Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency	ORPHA:319563
Constitutional megaloblastic anemia with severe neurologic disease	ORPHA:319651
PGM1-CDG	ORPHA:319646
Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency	ORPHA:319600
Encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome	ORPHA:319678
Susceptibility/resistance to HIV infection	ORPHA:319269
Clear cell renal carcinoma	ORPHA:319276
Hereditary papillary renal cell carcinoma	ORPHA:47044
Macrocephaly-intellectual disability-left ventricular non compaction syndrome	ORPHA:466791
Autosomal recessive myogenic arthrogryposis multiplex congenita	ORPHA:319332
Autosomal recessive ataxia, Beauce type	ORPHA:88644
Acute myeloid leukemia with CEBPA somatic mutations	ORPHA:319480
Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia	ORPHA:313808
Autosomal recessive spastic paraplegia type 53	ORPHA:319199
Congenital myopathy with internal nuclei and atypical cores	ORPHA:319160
Familial cortical myoclonus	ORPHA:319189
Severe combined immunodeficiency due to DNA-PKcs deficiency	ORPHA:317425
Pancytopenia due to IKZF1 mutations	ORPHA:317473
X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia	ORPHA:317476
X-linked non progressive cerebellar ataxia	ORPHA:314978
Mild Canavan disease	ORPHA:314918
Severe Canavan disease	ORPHA:314911
TMEM165-CDG	ORPHA:314667
Combined immunodeficiency due to STK4 deficiency	ORPHA:314689
Variant ABeta2M amyloidosis	ORPHA:314652
Immunodeficiency by defective expression of HLA class 1	ORPHA:34592
PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome due to a point mutation	ORPHA:438216
Parkinsonism due to ATP13A2 deficiency	ORPHA:314632
Kufor-Rakeb syndrome	ORPHA:306674
Short stature due to GHSR deficiency	ORPHA:314811
Lethal arteriopathy syndrome due to fibulin-4 deficiency	ORPHA:314718
Atypical dentin dysplasia due to SMOC2 deficiency	ORPHA:314721
Oculocutaneous albinism type 6	ORPHA:370097
Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome	ORPHA:370022
Acute myeloid leukemia with t(8;16)(p11;p13) translocation	ORPHA:370026
Rubinstein-Taybi syndrome due to CREBBP mutations	ORPHA:353277
Rubinstein-Taybi syndrome due to 16p13.3 microdeletion	ORPHA:353281
Autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome	ORPHA:457193
Acute infantile liver failure-multisystemic involvement syndrome	ORPHA:370088
STT3A-CDG	ORPHA:370921
STT3B-CDG	ORPHA:370924
SSR4-CDG	ORPHA:370927
Autosomal recessive limb-girdle muscular dystrophy type 2T	ORPHA:363623
Congenital myasthenic syndromes with glycosylation defect	ORPHA:353327
Autism spectrum disorder-epilepsy-arthrogryposis syndrome	ORPHA:370943
Pontocerebellar hypoplasia type 9	ORPHA:369920
Autosomal recessive spastic paraplegia type 63	ORPHA:401805
Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome	ORPHA:369939
Methylmalonic acidemia with homocystinuria, type cblJ	ORPHA:369955
Microcornea-myopic chorioretinal atrophy-telecanthus syndrome	ORPHA:369970
Intellectual disability-seizures-hypotonia-ophthalmologic-skeletal anomalies syndrome	ORPHA:369837
Congenital neutropenia-myelofibrosis-nephromegaly syndrome	ORPHA:369852
Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome	ORPHA:369861
Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies	ORPHA:369897
X-linked intellectual disability due to GRIA3 anomalies	ORPHA:364028
TMEM70-related mitochondrial encephalo-cardio-myopathy	ORPHA:1194
Familial benign flecked retina	ORPHA:363989
Charcot-Marie-Tooth disease type 4B3	ORPHA:363981
Autosomal recessive cerebral atrophy	ORPHA:363969
Alexander disease type II	ORPHA:363722
Alexander disease type I	ORPHA:363717
Hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome	ORPHA:363694
Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome	ORPHA:363686
Childhood-onset autosomal recessive myopathy with external ophthalmoplegia	ORPHA:363677
